Employee_ID,Gender,Job_Level_after_FY20_promotions,New_hire_FY20?,FY20_Performance_Rating,Promotion_in_FY21,In_base_group_for_Promotion_FY21,Target_hire_balance,FY20_leaver,In_base_group_for_turnover_FY20,Department_01.07.2020,Leaver_FY,Job_Level_after_FY21_promotions,Last_Department_in_FY20,FTE_group,Time_type,Department_&_JL_group_PRA_status,Department_&_JL_group_for_PRA,Job_Level_group_PRA_status,Job_Level_group_for_PRA,Time_in_Job_Level_01.07.2020,Job_Level_before_FY20_promotions,Promotion_in_FY20,FY19_Performance_Rating,Age_group,Age_01.07.2020,Nationality_1,Region_group_nationality_1,Broad_region_group_nationality_1,Last_hire_date,Years_since_last_hire,Rand
359,Female,5 - Senior Officer,N,2,No,Yes,0.5,No,Y,Sales & Marketing,not leave,5 - Senior Officer,Sales & Marketing,Full Time,Full Time,Even,5 - Senior Officer & Sales & Marketing,Even,5 - Senior Officer,3,5 - Senior Officer,N,3,20 to 29,28,United States,Americas,Elsewhere,01-04-2011,9,0.328687154
360,Male,5 - Senior Officer,Y,0,No,No,0.5,No,N,Internal Services,not leave,5 - Senior Officer,Internal Services,Full Time,Full Time,Even,5 - Senior Officer & Internal Services,Even,5 - Senior Officer,0,NA,N,0,20 to 29,24,Italy,Europe,Europe,01-04-2020,0,0.271238217
361,Male,3 - Senior Manager,N,2,No,Yes,0.5,No,Y,Internal Services,not leave,3 - Senior Manager,Internal Services,Full Time,Full Time,Uneven - Men benefit,3 - Senior Manager & Internal Services,Uneven - Men benefit,3 - Senior Manager,4,3 - Senior Manager,N,2,30 to 39,38,Switzerland,Switzerland,Switzerland,01-04-2011,9,0.264009155
362,Female,6 - Junior Officer,N,3,No,Yes,0.5,No,Y,Operations,not leave,6 - Junior Officer,Operations,Full Time,Full Time,Even,6 - Junior Officer & Operations,Even,6 - Junior Officer,5,6 - Junior Officer,N,3,20 to 29,26,United States,Americas,Elsewhere,01-04-2015,5,0.089686226
363,Male,1 - Executive,N,0,No,No,0.5,No,Y,Strategy,not leave,1 - Executive,Strategy,Full Time,Full Time,NA,NA,NA,NA,4,1 - Executive,N,3,40 to 49,45,France,Europe,Europe,01-04-2013,7,0.884327351
364,Male,5 - Senior Officer,N,4,No,Yes,0.5,No,Y,Operations,not leave,5 - Senior Officer,Operations,Full Time,Full Time,Even,5 - Senior Officer & Operations,Even,5 - Senior Officer,1,6 - Junior Officer,Y,2,20 to 29,29,France,Europe,Europe,01-04-2018,2,0.469128215
365,Male,4 - Manager,N,3,No,Yes,0.5,No,Y,Sales & Marketing,not leave,4 - Manager,Sales & Marketing,Full Time,Full Time,Uneven - Men benefit,4 - Manager & Sales & Marketing,Even,4 - Manager,2,4 - Manager,N,2,30 to 39,31,Switzerland,Switzerland,Switzerland,01-04-2011,9,0.729027853
366,Female,6 - Junior Officer,N,1,Yes,Yes,0.5,No,Y,Finance,not leave,5 - Senior Officer,Finance,Full Time,Full Time,Inconclusive,6 - Junior Officer & Finance,Even,6 - Junior Officer,3,6 - Junior Officer,N,3,30 to 39,34,Switzerland,Switzerland,Switzerland,01-04-2017,3,0.833260992
367,Female,5 - Senior Officer,Y,0,No,No,0.5,No,N,Sales & Marketing,not leave,5 - Senior Officer,Sales & Marketing,Full Time,Full Time,Even,5 - Senior Officer & Sales & Marketing,Even,5 - Senior Officer,0,NA,N,0,20 to 29,29,Switzerland,Switzerland,Switzerland,01-04-2020,0,0.927179836
368,Male,5 - Senior Officer,Y,0,No,No,0.5,No,N,Sales & Marketing,not leave,5 - Senior Officer,Sales & Marketing,Full Time,Full Time,Even,5 - Senior Officer & Sales & Marketing,Even,5 - Senior Officer,0,NA,N,0,20 to 29,29,Switzerland,Switzerland,Switzerland,01-04-2020,0,0.635924733
369,Female,5 - Senior Officer,N,0,No,No,0.5,Yes,Y,Sales & Marketing,FY20,not promotion,Sales & Marketing,Full Time,Full Time,NA,NA,NA,NA,3,5 - Senior Officer,N,3,40 to 49,45,Russia,Europe,Europe,01-04-2011,9,0.483772217
370,Female,6 - Junior Officer,N,1,No,Yes,0.5,No,Y,Operations,not leave,6 - Junior Officer,Operations,Full Time,Full Time,Even,6 - Junior Officer & Operations,Even,6 - Junior Officer,1,6 - Junior Officer,N,0,20 to 29,28,Switzerland,Switzerland,Switzerland,01-04-2019,1,0.9582128
371,Male,6 - Junior Officer,N,2,No,Yes,0.5,No,Y,Operations,not leave,6 - Junior Officer,Operations,Full Time,Full Time,Even,6 - Junior Officer & Operations,Even,6 - Junior Officer,1,6 - Junior Officer,N,0,20 to 29,26,Switzerland,Switzerland,Switzerland,01-04-2019,1,0.086169743
372,Male,4 - Manager,N,2,Yes,Yes,0.5,No,Y,Sales & Marketing,not leave,3 - Senior Manager,Sales & Marketing,Full Time,Full Time,Uneven - Men benefit,4 - Manager & Sales & Marketing,Even,4 - Manager,2,4 - Manager,N,3,40 to 49,43,France,Europe,Europe,01-04-2015,5,0.828896888
373,Male,4 - Manager,N,2,No,Yes,0.5,No,Y,Operations,not leave,4 - Manager,Operations,Full Time,Full Time,Even,4 - Manager & Operations,Even,4 - Manager,2,4 - Manager,N,3,30 to 39,34,Switzerland,Switzerland,Switzerland,01-04-2012,8,0.775430198
374,Female,4 - Manager,N,3,No,Yes,0.5,No,Y,Internal Services,not leave,4 - Manager,Internal Services,Full Time,Full Time,Even,4 - Manager & Internal Services,Even,4 - Manager,3,4 - Manager,N,2,40 to 49,41,France,Europe,Europe,01-04-2014,6,0.385940243
375,Female,5 - Senior Officer,N,2,No,Yes,0.5,No,Y,Operations,not leave,5 - Senior Officer,Operations,Full Time,Full Time,Even,5 - Senior Officer & Operations,Even,5 - Senior Officer,2,5 - Senior Officer,N,2,20 to 29,28,Germany,Europe,Europe,01-04-2011,9,0.994470341
376,Male,3 - Senior Manager,N,2,No,Yes,0.5,No,Y,Sales & Marketing,not leave,3 - Senior Manager,Sales & Marketing,Full Time,Full Time,Uneven - Men benefit,3 - Senior Manager & Sales & Marketing,Uneven - Men benefit,3 - Senior Manager,1,4 - Manager,Y,1,30 to 39,34,Switzerland,Switzerland,Switzerland,01-04-2017,3,0.847796868
377,Female,6 - Junior Officer,N,2,No,Yes,0.5,No,Y,Strategy,not leave,6 - Junior Officer,Strategy,Full Time,Full Time,Inconclusive,6 - Junior Officer & Strategy,Even,6 - Junior Officer,3,6 - Junior Officer,N,2,20 to 29,24,Switzerland,Switzerland,Switzerland,01-04-2017,3,0.075892816
378,Male,6 - Junior Officer,Y,0,No,No,0.5,No,N,Operations,not leave,6 - Junior Officer,Operations,Full Time,Full Time,Even,6 - Junior Officer & Operations,Even,6 - Junior Officer,0,NA,N,0,20 to 29,20,France,Europe,Europe,01-04-2020,0,0.620733197
379,Female,5 - Senior Officer,N,3,No,Yes,0.5,No,Y,Sales & Marketing,not leave,5 - Senior Officer,Sales & Marketing,Full Time,Full Time,Even,5 - Senior Officer & Sales & Marketing,Even,5 - Senior Officer,1,6 - Junior Officer,Y,1,20 to 29,29,Italy,Europe,Europe,01-04-2013,7,0.525837361
380,Female,6 - Junior Officer,N,3,No,Yes,0.5,No,Y,Sales & Marketing,not leave,6 - Junior Officer,Sales & Marketing,Full Time,Full Time,Even,6 - Junior Officer & Sales & Marketing,Even,6 - Junior Officer,3,6 - Junior Officer,N,2,20 to 29,22,Switzerland,Switzerland,Switzerland,01-04-2017,3,0.672627815
381,Male,6 - Junior Officer,N,2,No,Yes,0.5,No,Y,Finance,not leave,6 - Junior Officer,Finance,Full Time,Full Time,Inconclusive,6 - Junior Officer & Finance,Even,6 - Junior Officer,2,6 - Junior Officer,N,3,20 to 29,23,Switzerland,Switzerland,Switzerland,01-04-2018,2,0.449169174
382,Male,6 - Junior Officer,N,2,No,Yes,0.5,No,Y,Internal Services,not leave,6 - Junior Officer,Internal Services,Full Time,Full Time,Even,6 - Junior Officer & Internal Services,Even,6 - Junior Officer,2,6 - Junior Officer,N,3,20 to 29,23,Switzerland,Switzerland,Switzerland,01-04-2018,2,0.850522701
383,Male,3 - Senior Manager,N,2,No,No,0.5,Yes,Y,Sales & Marketing,FY20,not promotion,Sales & Marketing,Full Time,Full Time,NA,NA,NA,NA,3,3 - Senior Manager,N,4,20 to 29,28,Switzerland,Switzerland,Switzerland,01-04-2011,9,0.576467303
384,Male,6 - Junior Officer,Y,0,No,No,0.5,No,N,Operations,not leave,6 - Junior Officer,Operations,Full Time,Full Time,Even,6 - Junior Officer & Operations,Even,6 - Junior Officer,0,NA,N,0,20 to 29,24,Italy,Europe,Europe,01-04-2020,0,0.184706009
385,Male,3 - Senior Manager,N,2,Yes,Yes,0.5,No,Y,Sales & Marketing,not leave,2 - Director,Sales & Marketing,Full Time,Full Time,Uneven - Men benefit,3 - Senior Manager & Sales & Marketing,Uneven - Men benefit,3 - Senior Manager,4,3 - Senior Manager,N,2,40 to 49,44,France,Europe,Europe,01-04-2016,4,0.270090942
386,Female,6 - Junior Officer,N,2,No,Yes,0.5,No,Y,HR,not leave,6 - Junior Officer,HR,Full Time,Full Time,Inconclusive,6 - Junior Officer & HR,Even,6 - Junior Officer,3,6 - Junior Officer,N,3,20 to 29,24,France,Europe,Europe,01-04-2017,3,0.621011037
387,Female,4 - Manager,N,2,No,Yes,0.5,No,Y,Operations,not leave,4 - Manager,Operations,Full Time,Full Time,Even,4 - Manager & Operations,Even,4 - Manager,3,4 - Manager,N,2,40 to 49,40,Italy,Europe,Europe,01-04-2015,5,0.88561585
388,Male,6 - Junior Officer,N,2,No,Yes,0.5,No,Y,Sales & Marketing,not leave,6 - Junior Officer,Sales & Marketing,Full Time,Full Time,Even,6 - Junior Officer & Sales & Marketing,Even,6 - Junior Officer,3,6 - Junior Officer,N,2,20 to 29,25,Switzerland,Switzerland,Switzerland,01-04-2017,3,0.992754111
389,Male,6 - Junior Officer,N,3,No,Yes,0.5,No,Y,Operations,not leave,6 - Junior Officer,Operations,Full Time,Full Time,Even,6 - Junior Officer & Operations,Even,6 - Junior Officer,3,6 - Junior Officer,N,3,20 to 29,20,Switzerland,Switzerland,Switzerland,01-04-2017,3,0.020504621
390,Male,6 - Junior Officer,N,2,No,Yes,0.5,No,Y,Internal Services,not leave,6 - Junior Officer,Internal Services,Full Time,Full Time,Even,6 - Junior Officer & Internal Services,Even,6 - Junior Officer,2,6 - Junior Officer,N,3,20 to 29,24,Switzerland,Switzerland,Switzerland,01-04-2018,2,0.048342188
391,Male,4 - Manager,N,2,No,Yes,0.5,No,Y,Internal Services,not leave,4 - Manager,Internal Services,Full Time,Full Time,Even,4 - Manager & Internal Services,Even,4 - Manager,5,4 - Manager,N,3,30 to 39,36,Switzerland,Switzerland,Switzerland,01-04-2012,8,0.988296922
392,Male,3 - Senior Manager,N,3,No,Yes,0.5,No,Y,Operations,not leave,3 - Senior Manager,Operations,Full Time,Full Time,Even,3 - Senior Manager & Operations,Uneven - Men benefit,3 - Senior Manager,1,4 - Manager,Y,2,40 to 49,41,France,Europe,Europe,01-04-2014,6,0.024208398
393,Male,5 - Senior Officer,N,2,No,Yes,0.5,No,Y,Operations,not leave,5 - Senior Officer,Operations,Full Time,Full Time,Even,5 - Senior Officer & Operations,Even,5 - Senior Officer,3,5 - Senior Officer,N,2,20 to 29,28,Switzerland,Switzerland,Switzerland,01-04-2011,9,0.15599492
394,Male,4 - Manager,N,3,No,Yes,0.5,No,Y,Operations,not leave,4 - Manager,Operations,Full Time,Full Time,Even,4 - Manager & Operations,Even,4 - Manager,5,4 - Manager,N,3,30 to 39,34,Switzerland,Switzerland,Switzerland,01-04-2013,7,0.395909706
395,Male,6 - Junior Officer,N,2,No,Yes,0.5,No,Y,Operations,not leave,6 - Junior Officer,Operations,Full Time,Full Time,Even,6 - Junior Officer & Operations,Even,6 - Junior Officer,3,6 - Junior Officer,N,3,20 to 29,22,France,Europe,Europe,01-04-2017,3,0.356665047
396,Female,6 - Junior Officer,N,3,No,Yes,0.5,No,Y,Sales & Marketing,not leave,6 - Junior Officer,Sales & Marketing,Full Time,Full Time,Even,6 - Junior Officer & Sales & Marketing,Even,6 - Junior Officer,1,6 - Junior Officer,N,0,20 to 29,28,France,Europe,Europe,01-04-2019,1,0.852139365
397,Male,4 - Manager,Y,0,No,No,0.5,No,N,Sales & Marketing,not leave,4 - Manager,Sales & Marketing,Full Time,Full Time,Uneven - Men benefit,4 - Manager & Sales & Marketing,Even,4 - Manager,0,NA,N,0,30 to 39,32,Switzerland,Switzerland,Switzerland,01-04-2020,0,0.225776538
398,Male,4 - Manager,N,2,No,Yes,0.5,No,Y,Operations,not leave,4 - Manager,Operations,Full Time,Full Time,Even,4 - Manager & Operations,Even,4 - Manager,1,5 - Senior Officer,Y,2,30 to 39,34,France,Europe,Europe,01-04-2011,9,0.065748877
399,Male,6 - Junior Officer,N,2,No,Yes,0.5,No,Y,Sales & Marketing,not leave,6 - Junior Officer,Sales & Marketing,Full Time,Full Time,Even,6 - Junior Officer & Sales & Marketing,Even,6 - Junior Officer,3,6 - Junior Officer,N,2,20 to 29,21,Germany,Europe,Europe,01-04-2017,3,0.230726354
400,Female,6 - Junior Officer,Y,0,No,No,0.5,No,N,Operations,not leave,6 - Junior Officer,Operations,Full Time,Full Time,Even,6 - Junior Officer & Operations,Even,6 - Junior Officer,0,NA,N,0,20 to 29,22,Germany,Europe,Europe,01-04-2020,0,0.357534302
401,Female,6 - Junior Officer,N,4,No,Yes,0.5,No,Y,Operations,not leave,6 - Junior Officer,Operations,Full Time,Full Time,Even,6 - Junior Officer & Operations,Even,6 - Junior Officer,2,6 - Junior Officer,N,2,20 to 29,26,Germany,Europe,Europe,01-04-2018,2,0.132325375
402,Female,5 - Senior Officer,Y,0,No,No,0.5,No,N,Operations,not leave,5 - Senior Officer,Operations,0.8,Part Time,Even,5 - Senior Officer & Operations,Even,5 - Senior Officer,0,NA,N,0,30 to 39,33,Switzerland,Switzerland,Switzerland,01-04-2020,0,0.400928816
403,Male,6 - Junior Officer,N,2,No,Yes,0.5,No,Y,Sales & Marketing,not leave,6 - Junior Officer,Sales & Marketing,Full Time,Full Time,Even,6 - Junior Officer & Sales & Marketing,Even,6 - Junior Officer,3,6 - Junior Officer,N,3,20 to 29,23,France,Europe,Europe,01-04-2017,3,0.531504139
404,Male,1 - Executive,N,0,No,No,0.5,No,Y,Strategy,not leave,1 - Executive,Strategy,Full Time,Full Time,NA,NA,NA,NA,2,1 - Executive,N,2,50 to 59,50,France,Europe,Europe,01-04-2016,4,0.655233631
405,Male,1 - Executive,N,0,No,No,0.5,No,Y,Strategy,not leave,1 - Executive,Strategy,Full Time,Full Time,NA,NA,NA,NA,5,1 - Executive,N,3,40 to 49,47,Switzerland,Switzerland,Switzerland,01-04-2012,8,0.264656511
406,Male,3 - Senior Manager,N,2,No,Yes,0.5,No,Y,Operations,not leave,3 - Senior Manager,Operations,Full Time,Full Time,Even,3 - Senior Manager & Operations,Uneven - Men benefit,3 - Senior Manager,2,3 - Senior Manager,N,2,30 to 39,36,France,Europe,Europe,01-04-2017,3,0.176178065
407,Male,2 - Director,N,2,No,Yes,0.5,No,Y,Internal Services,not leave,2 - Director,Internal Services,Full Time,Full Time,Inconclusive,2 - Director & Internal Services,Uneven - Men benefit,2 - Director,3,2 - Director,N,2,60 to 69,61,Switzerland,Switzerland,Switzerland,01-04-2015,5,0.497366627
408,Male,5 - Senior Officer,N,2,No,Yes,0.5,No,Y,Sales & Marketing,not leave,5 - Senior Officer,Sales & Marketing,Full Time,Full Time,Even,5 - Senior Officer & Sales & Marketing,Even,5 - Senior Officer,5,5 - Senior Officer,N,0,20 to 29,26,Switzerland,Switzerland,Switzerland,01-04-2015,5,0.613653532
409,Female,6 - Junior Officer,N,2,No,Yes,0.5,No,Y,Sales & Marketing,not leave,6 - Junior Officer,Sales & Marketing,Full Time,Full Time,Even,6 - Junior Officer & Sales & Marketing,Even,6 - Junior Officer,5,6 - Junior Officer,N,2,20 to 29,24,Switzerland,Switzerland,Switzerland,01-04-2015,5,0.035492503
410,Male,5 - Senior Officer,Y,0,No,No,0.5,No,N,Sales & Marketing,not leave,5 - Senior Officer,Sales & Marketing,Full Time,Full Time,Even,5 - Senior Officer & Sales & Marketing,Even,5 - Senior Officer,0,NA,N,0,20 to 29,27,Switzerland,Switzerland,Switzerland,01-04-2020,0,0.429242045
411,Female,4 - Manager,Y,0,No,No,0.5,No,N,Operations,not leave,4 - Manager,Operations,Full Time,Full Time,Even,4 - Manager & Operations,Even,4 - Manager,0,NA,N,0,40 to 49,40,Germany,Europe,Europe,01-04-2020,0,0.108795907
412,Female,5 - Senior Officer,N,2,No,Yes,0.5,No,Y,Operations,not leave,5 - Senior Officer,Operations,Full Time,Full Time,Even,5 - Senior Officer & Operations,Even,5 - Senior Officer,2,5 - Senior Officer,N,3,30 to 39,31,France,Europe,Europe,01-04-2013,7,0.323563589
413,Male,2 - Director,N,3,No,Yes,0.5,No,Y,Internal Services,not leave,2 - Director,Internal Services,Full Time,Full Time,Inconclusive,2 - Director & Internal Services,Uneven - Men benefit,2 - Director,5,2 - Director,N,3,40 to 49,46,Switzerland,Switzerland,Switzerland,01-04-2013,7,0.807459213
414,Female,5 - Senior Officer,N,3,No,Yes,0.5,No,Y,Operations,not leave,5 - Senior Officer,Operations,0.8,Part Time,Even,5 - Senior Officer & Operations,Even,5 - Senior Officer,1,6 - Junior Officer,Y,1,30 to 39,31,Germany,Europe,Europe,01-04-2015,5,0.82632689
415,Male,6 - Junior Officer,N,2,No,Yes,0.5,No,Y,Sales & Marketing,not leave,6 - Junior Officer,Sales & Marketing,Full Time,Full Time,Even,6 - Junior Officer & Sales & Marketing,Even,6 - Junior Officer,1,6 - Junior Officer,N,0,20 to 29,24,Italy,Europe,Europe,01-04-2019,1,0.400165301
416,Male,3 - Senior Manager,N,2,No,Yes,0.5,No,Y,Strategy,not leave,3 - Senior Manager,Strategy,Full Time,Full Time,Inconclusive,3 - Senior Manager & Strategy,Uneven - Men benefit,3 - Senior Manager,2,3 - Senior Manager,N,2,30 to 39,39,Switzerland,Switzerland,Switzerland,01-04-2012,8,0.309879564
417,Male,3 - Senior Manager,N,2,No,Yes,0.5,No,Y,Operations,not leave,3 - Senior Manager,Operations,Full Time,Full Time,Even,3 - Senior Manager & Operations,Uneven - Men benefit,3 - Senior Manager,2,3 - Senior Manager,N,2,30 to 39,36,Switzerland,Switzerland,Switzerland,01-04-2018,2,0.799301977
418,Female,6 - Junior Officer,N,2,Yes,Yes,0.5,No,Y,Sales & Marketing,not leave,5 - Senior Officer,Sales & Marketing,0.7,Part Time,Even,6 - Junior Officer & Sales & Marketing,Even,6 - Junior Officer,2,6 - Junior Officer,N,2,30 to 39,31,Switzerland,Switzerland,Switzerland,01-04-2018,2,0.060268877
419,Male,6 - Junior Officer,N,3,No,Yes,0.5,No,Y,Sales & Marketing,not leave,6 - Junior Officer,Sales & Marketing,Full Time,Full Time,Even,6 - Junior Officer & Sales & Marketing,Even,6 - Junior Officer,3,6 - Junior Officer,N,2,20 to 29,21,Switzerland,Switzerland,Switzerland,01-04-2017,3,0.905429614
420,Female,5 - Senior Officer,N,3,No,Yes,0.5,No,Y,Operations,not leave,5 - Senior Officer,Operations,0.5,Part Time,Even,5 - Senior Officer & Operations,Even,5 - Senior Officer,2,5 - Senior Officer,N,3,30 to 39,33,Germany,Europe,Europe,01-04-2014,6,0.744621285
421,Male,2 - Director,N,3,Yes,Yes,0.5,No,Y,Strategy,not leave,1 - Executive,Strategy,Full Time,Full Time,Inconclusive,2 - Director & Strategy,Uneven - Men benefit,2 - Director,3,2 - Director,N,3,40 to 49,48,France,Europe,Europe,01-04-2015,5,0.572461233
422,Female,6 - Junior Officer,N,2,No,Yes,0.5,No,Y,Operations,not leave,6 - Junior Officer,Operations,Full Time,Full Time,Even,6 - Junior Officer & Operations,Even,6 - Junior Officer,2,6 - Junior Officer,N,2,20 to 29,24,Switzerland,Switzerland,Switzerland,01-04-2018,2,0.966358259
423,Male,6 - Junior Officer,N,3,No,Yes,0.5,No,Y,Operations,not leave,6 - Junior Officer,Operations,Full Time,Full Time,Even,6 - Junior Officer & Operations,Even,6 - Junior Officer,3,6 - Junior Officer,N,3,20 to 29,24,Germany,Europe,Europe,01-04-2017,3,0.830002571
424,Female,6 - Junior Officer,Y,0,No,No,0.5,No,N,Operations,not leave,6 - Junior Officer,Operations,Full Time,Full Time,Even,6 - Junior Officer & Operations,Even,6 - Junior Officer,0,NA,N,0,20 to 29,22,Switzerland,Switzerland,Switzerland,01-04-2020,0,0.419874136
425,Male,1 - Executive,N,0,No,No,0.5,No,Y,Strategy,not leave,1 - Executive,Strategy,Full Time,Full Time,NA,NA,NA,NA,1,2 - Director,Y,2,40 to 49,42,Germany,Europe,Europe,01-04-2015,5,0.218052915
426,Female,6 - Junior Officer,N,2,No,Yes,0.5,No,Y,Sales & Marketing,not leave,6 - Junior Officer,Sales & Marketing,Full Time,Full Time,Even,6 - Junior Officer & Sales & Marketing,Even,6 - Junior Officer,2,6 - Junior Officer,N,3,20 to 29,25,Italy,Europe,Europe,01-04-2018,2,0.229724675
427,Male,1 - Executive,Y,0,No,No,0.5,No,N,Strategy,not leave,1 - Executive,Strategy,Full Time,Full Time,NA,NA,NA,NA,0,NA,N,0,60 to 69,60,France,Europe,Europe,01-04-2020,0,0.795352589
428,Female,5 - Senior Officer,N,3,No,No,0.5,Yes,Y,Finance,FY20,not promotion,Finance,Full Time,Full Time,NA,NA,NA,NA,4,5 - Senior Officer,N,2,30 to 39,35,Switzerland,Switzerland,Switzerland,01-04-2012,8,0.440668758
429,Male,3 - Senior Manager,N,2,No,Yes,0.5,No,Y,Operations,not leave,3 - Senior Manager,Operations,Full Time,Full Time,Even,3 - Senior Manager & Operations,Uneven - Men benefit,3 - Senior Manager,1,4 - Manager,Y,1,30 to 39,37,United Kingdom,Europe,Europe,01-04-2013,7,0.367029836
430,Male,5 - Senior Officer,N,4,No,Yes,0.5,No,Y,Sales & Marketing,not leave,5 - Senior Officer,Sales & Marketing,Full Time,Full Time,Even,5 - Senior Officer & Sales & Marketing,Even,5 - Senior Officer,3,5 - Senior Officer,N,3,20 to 29,27,Switzerland,Switzerland,Switzerland,01-04-2016,4,0.582674952
431,Male,4 - Manager,N,4,No,Yes,0.5,No,Y,Operations,not leave,4 - Manager,Operations,Full Time,Full Time,Even,4 - Manager & Operations,Even,4 - Manager,2,4 - Manager,N,2,30 to 39,33,Switzerland,Switzerland,Switzerland,01-04-2018,2,0.159278979
432,Female,6 - Junior Officer,N,2,No,Yes,0.5,No,Y,Operations,not leave,6 - Junior Officer,Operations,Full Time,Full Time,Even,6 - Junior Officer & Operations,Even,6 - Junior Officer,2,6 - Junior Officer,N,2,20 to 29,23,France,Europe,Europe,01-04-2018,2,0.642927135
433,Male,2 - Director,N,3,No,Yes,0.5,No,Y,Operations,not leave,2 - Director,Operations,Full Time,Full Time,Even,2 - Director & Operations,Uneven - Men benefit,2 - Director,3,2 - Director,N,0,30 to 39,37,Switzerland,Switzerland,Switzerland,01-04-2017,3,0.024791355
434,Female,4 - Manager,Y,0,No,No,0.5,No,N,Internal Services,not leave,4 - Manager,Internal Services,Full Time,Full Time,Even,4 - Manager & Internal Services,Even,4 - Manager,0,NA,N,0,30 to 39,38,Germany,Europe,Europe,01-04-2020,0,0.433419324
435,Female,4 - Manager,N,1,Yes,Yes,0.5,No,Y,HR,not leave,3 - Senior Manager,HR,Full Time,Full Time,Inconclusive,4 - Manager & HR,Even,4 - Manager,5,4 - Manager,N,3,30 to 39,39,Switzerland,Switzerland,Switzerland,01-04-2011,9,0.634562563
436,Female,6 - Junior Officer,N,3,No,Yes,0.5,No,Y,Operations,not leave,6 - Junior Officer,Operations,Full Time,Full Time,Even,6 - Junior Officer & Operations,Even,6 - Junior Officer,4,6 - Junior Officer,N,3,20 to 29,22,France,Europe,Europe,01-04-2016,4,0.207122279
437,Male,4 - Manager,N,2,No,Yes,0.5,No,Y,Internal Services,not leave,4 - Manager,Internal Services,Full Time,Full Time,Even,4 - Manager & Internal Services,Even,4 - Manager,3,4 - Manager,N,3,30 to 39,34,France,Europe,Europe,01-04-2015,5,0.64063229
438,Male,2 - Director,N,3,No,Yes,0.5,No,Y,Operations,not leave,2 - Director,Operations,Full Time,Full Time,Even,2 - Director & Operations,Uneven - Men benefit,2 - Director,4,2 - Director,N,2,30 to 39,36,France,Europe,Europe,01-04-2011,9,0.521703523
439,Female,6 - Junior Officer,N,2,No,No,0.5,Yes,Y,Internal Services,FY20,not promotion,Internal Services,Full Time,Full Time,NA,NA,NA,NA,3,6 - Junior Officer,N,3,30 to 39,30,Switzerland,Switzerland,Switzerland,01-04-2017,3,0.687442262
440,Male,4 - Manager,N,2,Yes,Yes,0.5,No,Y,Internal Services,not leave,3 - Senior Manager,Internal Services,Full Time,Full Time,Even,4 - Manager & Internal Services,Even,4 - Manager,1,5 - Senior Officer,Y,1,40 to 49,42,Italy,Europe,Europe,01-04-2016,4,0.614741488
441,Female,6 - Junior Officer,Y,0,No,No,0.5,No,N,Sales & Marketing,not leave,6 - Junior Officer,Sales & Marketing,Full Time,Full Time,Even,6 - Junior Officer & Sales & Marketing,Even,6 - Junior Officer,0,NA,N,0,20 to 29,28,France,Europe,Europe,01-04-2020,0,0.556043043
442,Female,5 - Senior Officer,N,2,Yes,Yes,0.5,No,Y,Operations,not leave,4 - Manager,Operations,Full Time,Full Time,Even,5 - Senior Officer & Operations,Even,5 - Senior Officer,4,5 - Senior Officer,N,2,40 to 49,42,Germany,Europe,Europe,01-04-2011,9,0.643805252
443,Male,6 - Junior Officer,N,3,No,Yes,0.5,No,Y,Operations,not leave,6 - Junior Officer,Operations,Full Time,Full Time,Even,6 - Junior Officer & Operations,Even,6 - Junior Officer,2,6 - Junior Officer,N,2,20 to 29,21,France,Europe,Europe,01-04-2018,2,0.271838641
444,Male,5 - Senior Officer,N,3,No,Yes,0.5,No,Y,Sales & Marketing,not leave,5 - Senior Officer,Sales & Marketing,Full Time,Full Time,Even,5 - Senior Officer & Sales & Marketing,Even,5 - Senior Officer,1,6 - Junior Officer,Y,2,20 to 29,24,Switzerland,Switzerland,Switzerland,01-04-2015,5,0.247329826
445,Male,4 - Manager,N,2,No,Yes,0.5,No,Y,Internal Services,not leave,4 - Manager,Internal Services,Full Time,Full Time,Even,4 - Manager & Internal Services,Even,4 - Manager,3,4 - Manager,N,3,30 to 39,34,Switzerland,Switzerland,Switzerland,01-04-2012,8,0.944998765
446,Male,2 - Director,N,2,No,Yes,0.5,No,Y,Sales & Marketing,not leave,2 - Director,Sales & Marketing,Full Time,Full Time,Inconclusive,2 - Director & Sales & Marketing,Uneven - Men benefit,2 - Director,6,2 - Director,N,2,40 to 49,41,Switzerland,Switzerland,Switzerland,01-04-2014,6,0.820833874
447,Female,6 - Junior Officer,N,2,No,Yes,0.5,No,Y,Sales & Marketing,not leave,6 - Junior Officer,Sales & Marketing,Full Time,Full Time,Even,6 - Junior Officer & Sales & Marketing,Even,6 - Junior Officer,3,6 - Junior Officer,N,2,20 to 29,24,Switzerland,Switzerland,Switzerland,01-04-2017,3,0.842168342
448,Male,3 - Senior Manager,N,2,No,Yes,0.5,No,Y,Operations,not leave,3 - Senior Manager,Operations,Full Time,Full Time,Even,3 - Senior Manager & Operations,Uneven - Men benefit,3 - Senior Manager,3,3 - Senior Manager,N,3,30 to 39,33,Switzerland,Switzerland,Switzerland,01-04-2015,5,0.529418544
449,Male,6 - Junior Officer,N,2,No,Yes,0.5,No,Y,Operations,not leave,6 - Junior Officer,Operations,Full Time,Full Time,Even,6 - Junior Officer & Operations,Even,6 - Junior Officer,3,6 - Junior Officer,N,3,16 to 19,19,Switzerland,Switzerland,Switzerland,01-04-2017,3,0.491683643
